BHK,sector,price,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
4,others,30.0,2894.0,10+,Unfurnished,East,available,4+,4+,"Garden/Park, Main Road",Mumbai
2,Malad,2.09,744.0,10+,Unfurnished,West,available,2,1,"Garden/Park, Main Road",Mumbai
4,others,14.6,2990.0,5,Furnished,West,available,3,1,Main Road,Mumbai
4,Bandra,25.0,4620.0,4,Unfurnished,East,not sure,4+,1,"Garden/Park, Main Road",Mumbai
2,Andheri,2.16,950.0,1,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
2,others,2.1,924.0,3,Furnished,West,available,2,1,"Garden/Park, Main Road",Mumbai
1,Mira Road,0.7000000000000001,675.0,2,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road",Mumbai
2,Vile Parle,3.6,750.0,2,Unfurnished,East,not sure,2,1,Main Road,Mumbai
2,others,5.0,896.0,3,Semi-Furnished,South -West,available,2,1,"Garden/Park, Main Road",Mumbai
4,Bandra,5.75,1500.0,3,Furnished,East,not sure,4,1,Main Road,Mumbai
2,Mira Road,1.0,708.0,9,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
1,others,0.999,526.0,1,Semi-Furnished,East,available,2,1,Main Road,Mumbai
3,Goregaon,2.75,915.0,1,Furnished,West,available,2,2,"Garden/Park, Main Road",Mumbai
2,Ghatkopar,2.35,575.0,4,Unfurnished,East,not sure,2,1,Main Road,Mumbai
2,Virar,0.425,950.0,10+,Unfurnished,East,available,2,2,Main Road,Mumbai
2,Andheri,1.7,1050.0,6,Unfurnished,North,not sure,2,1,Main Road,Mumbai
2,Bhandup,1.45,848.0,10,Unfurnished,North - East,available,2,1,"Garden/Park, Main Road",Mumbai
2,Malad,1.6,700.0,5,Unfurnished,East,available,2,1,Garden/Park,Mumbai
2,Mira Road,0.835,1070.0,2,Semi-Furnished,East,not sure,2,4,Garden/Park,Mumbai
2,others,3.01,670.0,5,Unfurnished,East,not sure,2,1,Garden/Park,Mumbai
2,others,3.5,990.0,5,Unfurnished,East,not sure,2,1,Main Road,Mumbai
3,others,6.21,1880.0,9,Semi-Furnished,East,available,4,1,"Garden/Park, Main Road",Mumbai
1,Chembur,1.2,636.0,10+,Semi-Furnished,North - East,available,1,1,"Garden/Park, Main Road",Mumbai
1,others,0.43,630.0,10+,Furnished,East,not sure,1,1,Main Road,Mumbai
3,Borivali,3.25,1350.0,10+,Unfurnished,West,not sure,3,1,Main Road,Mumbai
2,others,1.7,780.0,10+,Unfurnished,East,available,2,1,Main Road,Mumbai
2,others,3.49,1000.0,3,Unfurnished,North,not sure,2,1,Garden/Park,Mumbai
2,Malad,2.4,1165.0,6,Unfurnished,North,available,2,3,"Garden/Park, Main Road",Mumbai
2,Kandivali,2.11,860.0,10,Unfurnished,East,available,2,1,"Garden/Park, Pool",Mumbai
1,Mira Road,0.65,720.0,10+,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
3,Ghatkopar,2.25,950.0,9,Unfurnished,East,available,2,1,Main Road,Mumbai
3,others,3.6,1300.0,10+,Unfurnished,East,available,3,1,"Garden/Park, Main Road",Mumbai
1,others,0.55,600.0,4,Semi-Furnished,East,available,2,3,"Garden/Park, Main Road, Pool",Mumbai
2,Goregaon,0.73,825.0,10+,Unfurnished,East,not sure,2,1,Garden/Park,Mumbai
4,Bandra,12.0,2000.0,10+,Semi-Furnished,East,available,4,3,Main Road,Mumbai
1,Virar,0.4,680.0,10+,Unfurnished,North,available,2,2,"Garden/Park, Main Road, Pool",Mumbai
3,others,4.52,1044.0,1,Unfurnished,East,available,4,2,"Garden/Park, Main Road, Pool",Mumbai
2,others,2.6,721.0,10+,Unfurnished,West,not sure,2,1,Garden/Park,Mumbai
3,others,6.75,1250.0,10,Furnished,West,available,4,1,Main Road,Mumbai
2,Kandivali,1.5,620.0,4,Semi-Furnished,East,available,2,1,Main Road,Mumbai
1,others,0.51,390.0,2,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road",Mumbai
3,others,2.03,1504.0,1,Unfurnished,East,available,3,2,"Garden/Park, Main Road",Mumbai
2,Andheri,2.5,1156.0,10+,Unfurnished,East,not sure,2,1,Garden/Park,Mumbai
2,Mira Road,0.85,990.0,3,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road",Mumbai
3,Bandra,8.5,1150.0,10,Furnished,East,available,3,1,Main Road,Mumbai
4,Chembur,9.0,2700.0,10,Semi-Furnished,East,available,4,2,Garden/Park,Mumbai
2,Kandivali,1.95,1280.0,10+,Unfurnished,East,not sure,2,3,Main Road,Mumbai
2,others,2.35,813.0,10+,Unfurnished,East,available,2,3,Garden/Park,Mumbai
2,others,1.85,675.0,2,Furnished,East,available,2,1,Main Road,Mumbai
3,others,4.35,1755.0,10+,Unfurnished,North,available,3,1,Garden/Park,Mumbai
3,Chembur,2.5,964.0,10+,Semi-Furnished,East,available,3,1,Main Road,Mumbai
2,others,3.5,802.0,5,Furnished,West,not sure,2,1,Main Road,Mumbai
2,others,2.2,950.0,8,Semi-Furnished,North - East,available,2,1,Main Road,Mumbai
4,Vile Parle,8.8,1780.0,5,Unfurnished,East,not sure,4,1,Main Road,Mumbai
1,others,0.437,676.0,10+,Semi-Furnished,East,available,1,1,Main Road,Mumbai
1,others,1.35,550.0,10+,Unfurnished,East,not sure,2,3,Main Road,Mumbai
1,Goregaon,1.25,420.0,3,Furnished,East,available,2,1,Main Road,Mumbai
2,others,4.23,1250.0,1,Unfurnished,North - East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
3,others,10.21,1410.0,10+,Unfurnished,South -West,available,3,2,"Garden/Park, Pool",Mumbai
1,Andheri,1.16,430.0,10+,Unfurnished,East,not sure,2,1,Main Road,Mumbai
2,Andheri,3.0,1350.0,10+,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road, Pool",Mumbai
2,Worli,4.5,1157.0,10+,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road, Pool",Mumbai
3,others,4.25,1100.0,10+,Semi-Furnished,North - East,available,3,1,Garden/Park,Mumbai
2,Vile Parle,2.51,800.0,5,Semi-Furnished,East,available,2,4,Main Road,Mumbai
3,others,9.99,1600.0,10+,Unfurnished,East,available,4,1,Main Road,Mumbai
2,others,2.5,1250.0,9,Semi-Furnished,East,available,2,1,"Garden/Park, Pool",Mumbai
2,Powai,2.6,1010.0,10+,Unfurnished,North - East,not sure,2,1,"Garden/Park, Pool",Mumbai
2,others,2.9,1100.0,5,Semi-Furnished,East,available,2,1,Garden/Park,Mumbai
2,Borivali,1.65,800.0,5,Unfurnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
1,Mulund,1.34,439.0,5,Furnished,East,available,1,1,"Garden/Park, Main Road",Mumbai
3,Borivali,4.45,1073.0,10+,Semi-Furnished,South -West,not sure,3,1,Garden/Park,Mumbai
3,Malad,3.51,1176.0,1,Furnished,East,available,3,3,Main Road,Mumbai
3,Ghatkopar,3.03,929.0,10+,Unfurnished,North - West,available,3,1,"Garden/Park, Main Road",Mumbai
3,others,2.8,1400.0,6,Unfurnished,East,available,3,1,Garden/Park,Mumbai
3,others,3.15,1300.0,10+,Unfurnished,South -West,not sure,3,1,"Garden/Park, Main Road, Pool",Mumbai
4,others,5.25,1800.0,7,Unfurnished,North - East,not sure,4,1,"Garden/Park, Main Road",Mumbai
4,Ghatkopar,7.29,2430.0,3,Unfurnished,North,available,4+,2,Main Road,Mumbai
3,Malad,5.05,2532.0,2,Semi-Furnished,North - East,not sure,4+,3,"Garden/Park, Main Road, Pool",Mumbai
2,others,3.5,1100.0,4,Furnished,East,not sure,2,1,Main Road,Mumbai
4,Andheri,6.85,2500.0,10+,Unfurnished,East,available,4,1,"Garden/Park, Main Road",Mumbai
1,Goregaon,1.32,520.0,5,Semi-Furnished,East,available,2,1,Garden/Park,Mumbai
2,others,2.45,700.0,6,Semi-Furnished,East,available,2,1,Garden/Park,Mumbai
1,Andheri,1.2,460.0,10+,Semi-Furnished,East,not sure,2,1,Garden/Park,Mumbai
1,Kandivali,1.23,433.0,1,Unfurnished,West,available,2,1,"Garden/Park, Main Road",Mumbai
1,others,0.449,490.0,10+,Semi-Furnished,West,not sure,2,3,"Garden/Park, Main Road, Pool",Mumbai
3,Prabhadevi,9.63,1338.0,10+,Semi-Furnished,West,available,4+,1,Garden/Park,Mumbai
3,Malad,2.7,1780.0,10+,Semi-Furnished,East,available,3,3,"Garden/Park, Main Road",Mumbai
2,others,2.3,750.0,4,Unfurnished,North - West,available,2,1,Garden/Park,Mumbai
2,others,3.02,1100.0,10,Semi-Furnished,East,available,2,1,Garden/Park,Mumbai
2,Malad,1.95,640.0,4,Semi-Furnished,North,not sure,2,1,Main Road,Mumbai
3,Chembur,6.75,2000.0,9,Semi-Furnished,North - East,available,3,3,"Garden/Park, Main Road",Mumbai
2,others,1.0,650.0,1,Unfurnished,North - East,not sure,2,1,Main Road,Mumbai
2,Wadala,2.8,1000.0,9,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
2,others,2.26,900.0,1,Unfurnished,East,not sure,2,1,Garden/Park,Mumbai
1,others,0.99,550.0,10+,Unfurnished,North,not sure,2,1,Main Road,Mumbai
3,Worli,5.99,1738.0,10+,Semi-Furnished,East,available,4,1,"Garden/Park, Main Road, Pool",Mumbai
4,Borivali,6.5,2155.0,10+,Unfurnished,West,available,4,1,"Garden/Park, Main Road",Mumbai
1,others,1.24,435.0,10,Unfurnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
3,Vile Parle,5.0,1035.0,5,Unfurnished,East,not sure,3,1,Main Road,Mumbai
4,Santacruz,7.0,2200.0,7,Furnished,North,available,3,3,Main Road,Mumbai
4+,Worli,10.95,3636.0,10+,Semi-Furnished,East,not sure,4+,1,"Garden/Park, Main Road, Pool",Mumbai
1,others,0.45,675.0,1,Unfurnished,North,available,2,1,Main Road,Mumbai
4+,Prabhadevi,23.8,4250.0,10+,Unfurnished,East,available,4+,4,"Garden/Park, Pool",Mumbai
3,others,2.42,790.0,1,Unfurnished,East,available,3,1,Garden/Park,Mumbai
1,others,1.15,700.0,4,Unfurnished,North,not sure,1,1,Garden/Park,Mumbai
1,Ghatkopar,0.95,700.0,10+,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road, Pool",Mumbai
3,Goregaon,5.7,1790.0,10+,Semi-Furnished,North - East,available,3,2,Garden/Park,Mumbai
1,Bhandup,0.9,405.0,8,Unfurnished,North - West,available,2,1,"Garden/Park, Main Road",Mumbai
2,others,3.7,900.0,4,Semi-Furnished,East,available,2,2,Garden/Park,Mumbai
3,Chembur,5.0,1700.0,5,Unfurnished,East,available,4,1,Main Road,Mumbai
2,others,3.4,750.0,7,Semi-Furnished,East,available,2,1,Main Road,Mumbai
1,others,1.04,700.0,6,Unfurnished,East,available,1,1,Main Road,Mumbai
4,Borivali,7.25,2100.0,10+,Unfurnished,South -West,available,4,2,Garden/Park,Mumbai
3,others,9.0,1700.0,6,Furnished,East,available,3,3,"Garden/Park, Main Road",Mumbai
3,others,4.5,1450.0,10+,Semi-Furnished,East,available,3,2,Garden/Park,Mumbai
4,others,12.5,2000.0,5,Semi-Furnished,East,available,4,1,Main Road,Mumbai
3,others,6.48,1750.0,10,Unfurnished,East,not sure,4,1,Garden/Park,Mumbai
2,others,3.75,1002.0,10+,Unfurnished,North - East,available,2,1,Garden/Park,Mumbai
1,others,2.1,650.0,10+,Unfurnished,East,available,2,1,Main Road,Mumbai
3,others,9.25,1500.0,10+,Semi-Furnished,West,available,4,1,Garden/Park,Mumbai
2,Kandivali,1.3,920.0,10+,Furnished,East,not sure,2,1,Main Road,Mumbai
2,others,1.8,640.0,9,Unfurnished,South -West,not sure,2,1,Main Road,Mumbai
3,Borivali,5.1,1510.0,10+,Semi-Furnished,South - East,not sure,3,1,"Garden/Park, Pool",Mumbai
2,others,2.9,1235.0,8,Unfurnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
2,others,2.29,1196.0,10+,Unfurnished,West,available,2,1,"Garden/Park, Main Road",Mumbai
2,others,4.0,1061.0,2,Unfurnished,West,available,2,1,Main Road,Mumbai
2,others,6.25,925.0,9,Furnished,East,not sure,2,1,"Garden/Park, Main Road",Mumbai
2,others,3.75,900.0,2,Semi-Furnished,South,available,3,1,Main Road,Mumbai
2,Ghatkopar,1.75,750.0,10+,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
3,others,5.5,1550.0,10+,Furnished,East,not sure,3,1,"Garden/Park, Main Road",Mumbai
3,Goregaon,6.25,1200.0,10+,Furnished,East,not sure,3,1,Garden/Park,Mumbai
3,others,9.0,1550.0,1,Unfurnished,East,not sure,4,1,Main Road,Mumbai
3,others,4.3,1375.0,10+,Unfurnished,East,available,3,1,"Garden/Park, Pool",Mumbai
2,others,2.85,1200.0,9,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road",Mumbai
3,others,6.75,1400.0,10+,Unfurnished,East,available,3,1,Main Road,Mumbai
2,Malad,1.9,1050.0,10+,Unfurnished,North,not sure,2,1,Main Road,Mumbai
3,others,2.45,1000.0,10,Furnished,North - East,not sure,3,1,Main Road,Mumbai
1,Mira Road,0.63,747.0,10+,Semi-Furnished,East,available,1,3,"Garden/Park, Main Road, Pool",Mumbai
4,Prabhadevi,14.75,3000.0,10+,Semi-Furnished,North - West,available,4+,1,Main Road,Mumbai
2,Kanjurmarg,1.5,800.0,10+,Semi-Furnished,North,available,2,1,"Garden/Park, Main Road",Mumbai
2,Chembur,2.09,646.0,10,Unfurnished,East,available,2,1,Main Road,Mumbai
1,others,1.6,750.0,0,Unfurnished,East,available,1,2,Main Road,Mumbai
3,Chembur,3.25,980.0,10+,Semi-Furnished,East,not sure,3,1,Garden/Park,Mumbai
3,Mulund,3.0,1050.0,10+,Unfurnished,North,not sure,3,1,Main Road,Mumbai
2,others,6.5,925.0,5,Furnished,East,available,3,1,"Garden/Park, Main Road",Mumbai
2,others,2.8,1100.0,1,Unfurnished,West,available,2,1,Main Road,Mumbai
3,others,10.5,1600.0,3,Unfurnished,East,available,4,1,Garden/Park,Mumbai
2,Andheri,1.95,1026.0,3,Unfurnished,East,not sure,2,2,Main Road,Mumbai
3,others,3.5,1400.0,1,Semi-Furnished,North - East,not sure,4,1,Main Road,Mumbai
2,others,1.95,850.0,6,Unfurnished,West,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
1,Mulund,0.98,425.0,1,Semi-Furnished,West,available,1,1,"Garden/Park, Main Road",Mumbai
1,others,0.9,600.0,4,Semi-Furnished,East,not sure,1,1,Main Road,Mumbai
2,Malad,1.89,850.0,10,Unfurnished,East,available,2,1,Main Road,Mumbai
2,Kandivali,2.06,896.0,10+,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
4+,others,30.0,5000.0,10+,Semi-Furnished,North - East,available,4+,2,Main Road,Mumbai
1,others,1.9,415.0,0,Unfurnished,West,not sure,1,1,Main Road,Mumbai
1,others,1.6,700.0,0,Unfurnished,East,available,1,1,Main Road,Mumbai
3,others,12.0,1550.0,10+,Furnished,West,not sure,3,1,Garden/Park,Mumbai
3,Prabhadevi,10.48,1379.0,10+,Semi-Furnished,West,available,4,1,"Garden/Park, Main Road, Pool",Mumbai
3,others,8.01,1458.0,10+,Unfurnished,East,not sure,3,1,"Garden/Park, Main Road",Mumbai
4+,Bandra,26.0,5000.0,10+,Unfurnished,East,available,4+,1,Pool,Mumbai
2,others,3.0,720.0,10+,Furnished,South - East,not sure,2,1,Main Road,Mumbai
2,others,3.85,1400.0,10+,Semi-Furnished,East,not sure,2,3,Main Road,Mumbai
4,others,11.0,3000.0,7,Unfurnished,North - East,available,4,1,Main Road,Mumbai
2,others,1.9,706.0,7,Unfurnished,East,available,2,1,Garden/Park,Mumbai
1,others,0.6920000000000001,605.0,10+,Unfurnished,East,available,1,1,"Garden/Park, Main Road",Mumbai
3,Bandra,13.75,2000.0,2,Unfurnished,West,not sure,3,1,Garden/Park,Mumbai
2,Andheri,1.6,900.0,1,Unfurnished,North,not sure,2,1,Main Road,Mumbai
3,Malad,3.2,1740.0,4,Unfurnished,North,available,3,3,"Garden/Park, Main Road",Mumbai
3,Worli,9.5,1665.0,3,Furnished,East,available,3,1,Main Road,Mumbai
1,Mulund,1.05,365.0,9,Unfurnished,West,not sure,1,1,"Garden/Park, Main Road, Pool",Mumbai
2,others,1.7,800.0,4,Semi-Furnished,East,available,2,1,Main Road,Mumbai
2,others,2.1,905.0,10+,Furnished,North - East,available,2,2,Pool,Mumbai
2,Kandivali,1.95,750.0,10+,Unfurnished,East,available,2,1,"Main Road, Pool",Mumbai
1,others,0.4,530.0,3,Semi-Furnished,East,available,1,3,Main Road,Mumbai
2,Vile Parle,2.6,1110.0,2,Unfurnished,East,available,2,1,Main Road,Mumbai
1,others,0.85,300.0,4,Semi-Furnished,East,not sure,1,1,Main Road,Mumbai
2,others,2.5,1159.0,10+,Semi-Furnished,East,available,3,1,"Garden/Park, Main Road, Pool",Mumbai
4,Andheri,8.67,3092.0,10+,Unfurnished,North - East,available,4+,1,Main Road,Mumbai
2,others,2.5,1050.0,5,Furnished,East,available,2,1,Main Road,Mumbai
2,Powai,1.55,1000.0,10+,Unfurnished,North - East,available,2,1,Garden/Park,Mumbai
2,Mulund,1.8,1178.0,1,Unfurnished,East,available,2,2,"Garden/Park, Main Road, Pool",Mumbai
2,Ghatkopar,1.6,1000.0,1,Furnished,East,not sure,2,1,Main Road,Mumbai
2,Ghatkopar,2.1,725.0,6,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road, Pool",Mumbai
3,others,2.6,1200.0,5,Unfurnished,East,available,3,1,Main Road,Mumbai
2,Kanjurmarg,2.7,1150.0,10,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
4,others,8.0,2700.0,10+,Unfurnished,East,available,4,1,Main Road,Mumbai
2,others,4.1,1050.0,2,Furnished,East,not sure,2,1,Main Road,Mumbai
2,Chembur,1.65,760.0,6,Furnished,North - East,available,2,1,"Garden/Park, Main Road",Mumbai
1,others,2.5,650.0,10+,Unfurnished,East,not sure,2,1,Main Road,Mumbai
1,others,1.08,555.0,2,Furnished,East,not sure,1,1,Main Road,Mumbai
4,Wadala,5.0,1700.0,2,Unfurnished,East,not sure,4,1,"Main Road, Pool",Mumbai
1,Virar,0.37,505.0,4,Unfurnished,East,not sure,1,1,Main Road,Mumbai
1,Mira Road,0.32,450.0,1,Semi-Furnished,East,available,2,1,Main Road,Mumbai
3,Andheri,10.0,2400.0,1,Furnished,East,available,3,1,Garden/Park,Mumbai
1,others,1.4,635.0,9,Semi-Furnished,East,not sure,2,1,"Garden/Park, Main Road",Mumbai
2,Ghatkopar,1.54,900.0,2,Semi-Furnished,West,not sure,2,1,Main Road,Mumbai
2,Vile Parle,2.0,800.0,1,Furnished,South - East,not sure,2,3,Main Road,Mumbai
3,Wadala,3.8,1845.0,10+,Semi-Furnished,North - East,available,4,2,"Garden/Park, Main Road, Pool",Mumbai
3,Borivali,4.6,1073.0,10,Unfurnished,East,not sure,3,1,"Garden/Park, Main Road, Pool",Mumbai
1,Chembur,1.35,700.0,7,Unfurnished,North - East,not sure,2,1,"Garden/Park, Main Road",Mumbai
2,others,2.05,1050.0,3,Semi-Furnished,South,available,3,1,"Garden/Park, Main Road",Mumbai
1,Kandivali,0.76,400.0,0,Unfurnished,East,not sure,2,1,Garden/Park,Mumbai
3,others,7.0,1595.0,8,Furnished,North - East,available,3,1,"Garden/Park, Main Road",Mumbai
2,others,1.4,860.0,7,Unfurnished,South - East,not sure,2,1,Main Road,Mumbai
2,Borivali,2.8,950.0,10+,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
1,others,0.75,850.0,7,Furnished,East,available,2,1,Main Road,Mumbai
3,Mira Road,1.7,950.0,4,Semi-Furnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
1,Goregaon,0.935,425.0,10+,Unfurnished,East,available,2,1,Main Road,Mumbai
1,Mulund,1.04,484.0,1,Semi-Furnished,East,not sure,1,1,Main Road,Mumbai
1,others,1.2,500.0,1,Unfurnished,East,available,1,1,Main Road,Mumbai
2,others,1.7,672.0,10+,Unfurnished,South - East,not sure,2,1,Main Road,Mumbai
1,others,1.32,415.0,4,Furnished,East,not sure,1,1,Main Road,Mumbai
1,others,1.15,500.0,5,Semi-Furnished,East,available,2,1,Main Road,Mumbai
2,others,1.4,1000.0,0,Semi-Furnished,West,not sure,2,1,Main Road,Mumbai
1,others,0.42,550.0,2,Unfurnished,East,available,1,3,"Garden/Park, Main Road, Pool",Mumbai
2,Santacruz,1.55,721.0,1,Semi-Furnished,East,available,2,1,Main Road,Mumbai
1,Andheri,1.3,580.0,4,Unfurnished,East,available,2,1,Main Road,Mumbai
3,others,0.65,1030.0,4,Unfurnished,West,not sure,2,2,Garden/Park,Mumbai
1,others,0.7000000000000001,655.0,2,Unfurnished,North,not sure,2,1,Garden/Park,Mumbai
2,others,0.7000000000000001,744.0,10+,Semi-Furnished,North,not sure,2,1,Main Road,Mumbai
2,Malad,1.85,850.0,8,Unfurnished,West,not sure,2,1,Main Road,Mumbai
1,others,1.4,650.0,5,Semi-Furnished,West,available,2,2,Main Road,Mumbai
3,Vile Parle,4.15,1666.0,7,Furnished,West,not sure,3,1,Main Road,Mumbai
4,others,1.85,2200.0,2,Unfurnished,South -West,not sure,4,2,Garden/Park,Mumbai
2,others,2.35,850.0,2,Unfurnished,East,available,2,1,"Garden/Park, Main Road, Pool",Mumbai
1,Andheri,1.5,750.0,9,Unfurnished,East,available,2,2,Main Road,Mumbai
1,others,0.35,610.0,10+,Semi-Furnished,East,not sure,1,2,Main Road,Mumbai
2,others,1.7,900.0,1,Unfurnished,South - East,available,2,1,Main Road,Mumbai
3,Kanjurmarg,2.45,1350.0,10+,Unfurnished,East,not sure,3,1,"Garden/Park, Main Road, Pool",Mumbai
1,others,0.23,286.0,4,Unfurnished,East,not sure,1,1,Main Road,Mumbai
3,Chembur,3.0,1012.0,10,Furnished,East,not sure,3,1,Main Road,Mumbai
3,others,8.74,2500.0,10+,Unfurnished,East,not sure,4+,1,"Garden/Park, Pool",Mumbai
3,others,3.75,1700.0,2,Furnished,East,not sure,2,3,Main Road,Mumbai
3,Mira Road,1.95,1385.0,7,Unfurnished,South - East,not sure,2,4,"Garden/Park, Main Road",Mumbai
1,others,0.7000000000000001,225.0,10+,Unfurnished,East,not sure,1,1,Main Road,Mumbai
1,Kandivali,1.15,405.0,10+,Semi-Furnished,North,not sure,2,1,Main Road,Mumbai
1,others,1.49,810.0,4,Semi-Furnished,East,not sure,2,1,Garden/Park,Mumbai
3,others,6.0,1200.0,9,Unfurnished,East,not sure,3,1,Garden/Park,Mumbai
2,others,2.25,814.0,1,Unfurnished,East,not sure,1,1,Main Road,Mumbai
3,Mulund,4.0,1300.0,10+,Unfurnished,East,available,4,1,Main Road,Mumbai
2,Andheri,4.2,1050.0,10+,Unfurnished,East,not sure,2,1,"Garden/Park, Main Road, Pool",Mumbai
2,others,0.97,1172.0,9,Unfurnished,East,not sure,2,2,"Garden/Park, Main Road",Mumbai
1,others,1.0,600.0,10+,Semi-Furnished,West,not sure,1,1,"Garden/Park, Main Road",Mumbai
1,Wadala,1.86,943.0,10+,Unfurnished,East,available,1,2,"Garden/Park, Main Road, Pool",Mumbai
1,Chembur,0.66,620.0,4,Unfurnished,North - East,not sure,1,1,"Garden/Park, Main Road",Mumbai
2,others,1.43,699.0,4,Unfurnished,East,available,2,1,Garden/Park,Mumbai
4+,Prabhadevi,17.0,4000.0,10+,Semi-Furnished,West,available,4+,1,Main Road,Mumbai
3,Andheri,3.6,1700.0,2,Semi-Furnished,East,not sure,3,2,"Garden/Park, Main Road, Pool",Mumbai
3,Chembur,5.0,1400.0,6,Unfurnished,East,not sure,3,1,Main Road,Mumbai
3,Powai,3.5,997.0,10+,Unfurnished,East,not sure,2,1,Garden/Park,Mumbai
3,Borivali,4.5,1755.0,10+,Unfurnished,North - East,not sure,3,1,"Garden/Park, Main Road",Mumbai
2,others,1.95,550.0,5,Semi-Furnished,North,available,2,3,Main Road,Mumbai
3,others,1.9,970.0,6,Unfurnished,North,available,3,1,Main Road,Mumbai
1,others,1.1,471.0,7,Unfurnished,East,available,2,1,Main Road,Mumbai
2,Mulund,1.35,816.0,10+,Unfurnished,North - East,available,2,1,Main Road,Mumbai
3,Andheri,4.5,1500.0,10,Semi-Furnished,East,available,3,1,Main Road,Mumbai
2,others,1.8,1000.0,7,Unfurnished,South - East,available,2,1,"Garden/Park, Main Road",Mumbai
1,others,0.8,250.0,6,Furnished,North - West,not sure,1,1,Main Road,Mumbai
2,Wadala,3.65,900.0,5,Furnished,North - West,not sure,3,2,Main Road,Mumbai
4+,Goregaon,15.5,3640.0,10+,Unfurnished,East,not sure,4+,2,"Garden/Park, Main Road, Pool",Mumbai
2,others,1.48,810.0,7,Unfurnished,East,available,2,1,Main Road,Mumbai
1,others,0.46,322.0,10+,Unfurnished,East,available,1,1,Main Road,Mumbai
2,others,1.55,900.0,2,Unfurnished,East,available,2,1,Garden/Park,Mumbai
1,Borivali,0.86,315.0,6,Unfurnished,North,available,1,1,Garden/Park,Mumbai
3,others,13.0,2200.0,4,Furnished,West,not sure,4,1,Garden/Park,Mumbai
2,Chembur,2.2,750.0,9,Unfurnished,East,available,2,3,"Garden/Park, Main Road",Mumbai
3,others,6.5,1800.0,10+,Unfurnished,West,available,3,3,"Garden/Park, Main Road, Pool",Mumbai
2,others,1.55,1050.0,9,Semi-Furnished,East,available,2,1,Garden/Park,Mumbai
2,Andheri,2.5,960.0,10,Unfurnished,East,available,2,1,Main Road,Mumbai
3,others,7.5,1550.0,10+,Unfurnished,East,not sure,4,4,Main Road,Mumbai
2,others,1.65,600.0,9,Semi-Furnished,East,not sure,2,1,Main Road,Mumbai
3,others,1.52,1521.0,10+,Unfurnished,East,available,3,4+,Main Road,Mumbai
1,Virar,0.35,650.0,10+,Unfurnished,East,available,2,2,"Garden/Park, Main Road",Mumbai
2,others,0.95,792.0,4,Semi-Furnished,West,not sure,2,2,"Garden/Park, Pool",Mumbai
4,others,3.5,1625.0,2,Unfurnished,East,available,4,1,Main Road,Mumbai
2,Santacruz,3.0,800.0,10,Unfurnished,East,not sure,2,2,Main Road,Mumbai
1,Kandivali,0.5700000000000001,400.0,5,Furnished,East,not sure,2,1,Garden/Park,Mumbai
3,Andheri,4.75,1450.0,5,Unfurnished,East,not sure,3,1,Garden/Park,Mumbai
2,others,2.25,1000.0,3,Semi-Furnished,North - East,not sure,2,1,Main Road,Mumbai
2,others,1.75,850.0,3,Unfurnished,East,available,2,1,Main Road,Mumbai
2,others,4.0,950.0,2,Furnished,East,available,2,1,Main Road,Mumbai
2,Andheri,3.0,1000.0,3,Semi-Furnished,North,available,2,2,Main Road,Mumbai
3,Vile Parle,3.75,1300.0,3,Semi-Furnished,East,available,3,1,Main Road,Mumbai
2,Mulund,2.5,1300.0,10+,Unfurnished,East,available,2,1,"Garden/Park, Main Road",Mumbai
3,Andheri,7.0,2260.0,10,Unfurnished,East,not sure,3,1,"Garden/Park, Pool",Mumbai
2,Borivali,1.28,545.0,10,Unfurnished,East,not sure,2,1,Main Road,Mumbai
2,Malad,2.25,1500.0,10+,Unfurnished,East,not sure,2,2,"Garden/Park, Pool",Mumbai
2,Malad,2.05,1150.0,10+,Unfurnished,East,available,2,2,Main Road,Mumbai
1,others,1.2,403.0,9,Semi-Furnished,East,not sure,2,1,Main Road,Mumbai
1,Kanjurmarg,0.86,650.0,10+,Semi-Furnished,East,available,2,1,Main Road,Mumbai
